date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:41:18	212956/212956	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226419c4ec-33fdc%22	https://Atelis.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.18.0	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.eot	(from https://Atelis.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
13:41:19	114948/114948	---M--	200	added ('OK')	application/font-woff	etag:%226419c4ec-1c104%22	https://Atelis.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.18.0	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.woff	(from https://Atelis.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
13:41:20	212796/212796	---M--	200	added ('OK')	application/octet-stream	etag:%226419c4ec-33f3c%22	https://Atelis.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.18.0	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.ttf	(from https://Atelis.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
13:41:20	7045/7045	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Mar%202023%2012:41:21%20GMT	https://Atelis.com/wp-json/wp/v2/pages/15	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-json/wp/v2/pages/15.json	(from https://Atelis.com/fellowship/)
13:41:20	320312/320312	---M--	200	added ('OK')	image/svg+xml	etag:%226419c4ec-4e338%22	https://Atelis.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.18.0	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.svg	(from https://Atelis.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
13:41:20	2381/2381	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Mar%202023%2012:41:22%20GMT	https://Atelis.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2FAtelis.com%2Ffellowship%2F	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-json/oembed/1.0/embedee93.json	(from https://Atelis.com/fellowship/)
13:41:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Mar%202023%2012:41:22%20GMT	https://Atelis.com/?p=15	C:/My%20Web%20Sites/Atelis/Atelis.com/indexa1ca.html	(from https://Atelis.com/fellowship/)
13:41:21	2450/2450	---MC-	200	added ('OK')	text/xml	date:Tue,%2028%20Mar%202023%2012:41:22%20GMT	https://Atelis.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2FAtelis.com%2Ffellowship%2F&format=xml	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-json/oembed/1.0/embedd26f	(from https://Atelis.com/fellowship/)
13:41:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Mar%202023%2012:41:22%20GMT	https://Atelis.com/engineer	C:/My%20Web%20Sites/Atelis/Atelis.com/engineer	(from https://Atelis.com/fellowship/)
13:41:22	44863/44863	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2012:41:23%20GMT	https://Atelis.com/engineer/	C:/My%20Web%20Sites/Atelis/Atelis.com/engineer/index.html	(from https://Atelis.com/fellowship/)
13:41:22	497/497	---M--	200	added ('OK')	image/png	etag:%2262f0d762-1f1%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/one.png	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/one.png	(from https://Atelis.com/fellowship/)
13:41:22	504950/504950	---M--	200	added ('OK')	image/png	etag:%2262f0d762-7b476%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/landingpageimg.png	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/landingpageimg.png	(from https://Atelis.com/fellowship/)
13:41:22	1628/1628	---M--	200	added ('OK')	image/png	etag:%2262f0d762-65c%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/two.png	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/two.png	(from https://Atelis.com/fellowship/)
13:41:22	2076/2076	---M--	200	added ('OK')	image/png	etag:%2262f0d762-81c%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/three.png	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/three.png	(from https://Atelis.com/fellowship/)
13:41:23	478394/478394	---M--	200	added ('OK')	image/png	etag:%2262f0d762-74cba%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/fourth.png	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/fourth.png	(from https://Atelis.com/fellowship/)
13:41:23	466520/466520	---M--	200	added ('OK')	image/png	etag:%2262f0d762-71e58%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/thirdsectionimg.png	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/thirdsectionimg.png	(from https://Atelis.com/fellowship/)
13:41:24	200586/200586	---M--	200	added ('OK')	image/png	etag:%2262f0d762-30f8a%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/MattAdesanya.png	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/MattAdesanya.png	(from https://Atelis.com/fellowship/)
13:41:24	266277/266277	---M--	200	added ('OK')	image/png	etag:%2262f0d762-41025%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/CHIJIOKE.png	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/CHIJIOKE.png	(from https://Atelis.com/fellowship/)
13:41:24	157742/157742	---M--	200	added ('OK')	image/png	etag:%2262f0d762-2682e%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/DavidMacdonald.png	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/DavidMacdonald.png	(from https://Atelis.com/fellowship/)
13:41:24	2084/2084	---M--	200	added ('OK')	image/png	etag:%2262f0d762-824%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/carbon.png	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/carbon.png	(from https://Atelis.com/fellowship/)
13:41:24	1964/1964	---M--	200	added ('OK')	image/png	etag:%2262f0d762-7ac%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/access.png	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/access.png	(from https://Atelis.com/fellowship/)
13:41:25	2044/2044	---M--	200	added ('OK')	image/png	etag:%2262f0d762-7fc%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/unionbank.png	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/unionbank.png	(from https://Atelis.com/fellowship/)
13:41:25	2238/2238	---M--	200	added ('OK')	image/png	etag:%2262f0d762-8be%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/nestle.png	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/nestle.png	(from https://Atelis.com/fellowship/)
13:41:25	3072/3072	---M--	200	added ('OK')	image/png	etag:%2262f0d762-c00%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/sterling.png	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/sterling.png	(from https://Atelis.com/fellowship/)
13:41:26	2040/2040	---M--	200	added ('OK')	image/png	etag:%2262f0d762-7f8%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/renmoney.png	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/renmoney.png	(from https://Atelis.com/fellowship/)
13:41:26	1953/1953	---M--	200	added ('OK')	image/png	etag:%2262f0d762-7a1%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/opay.png	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/opay.png	(from https://Atelis.com/fellowship/)
13:41:26	2388/2388	---M--	200	added ('OK')	image/png	etag:%2262f0d762-954%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/mastercard.png	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/mastercard.png	(from https://Atelis.com/fellowship/)
13:41:27	11732/11732	---M--	200	added ('OK')	image/png	etag:%2262f0d762-2dd4%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/tega.png	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/tega.png	(from https://Atelis.com/fellowship/)
13:41:27	13750/13750	---M--	200	added ('OK')	image/png	etag:%2262f0d762-35b6%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/IMG_nopmki.png	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/IMG_nopmki.png	(from https://Atelis.com/fellowship/)
13:41:27	10208/10208	---M--	200	added ('OK')	image/png	etag:%2262f0d762-27e0%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/jb.png	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/jb.png	(from https://Atelis.com/fellowship/)
13:41:27	412/412	---M--	200	added ('OK')	image/png	etag:%2262f0d762-19c%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/Vector.png	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/fellowship/Vector.png	(from https://Atelis.com/fellowship/)
13:41:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Mar%202023%2012:41:29%20GMT	https://Atelis.com/request-a-call	C:/My%20Web%20Sites/Atelis/Atelis.com/request-a-call	(from https://Atelis.com/fellowship/)
13:41:29	6895/6895	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Mar%202023%2012:41:30%20GMT	https://Atelis.com/wp-json/wp/v2/pages/25	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-json/wp/v2/pages/25.json	(from https://Atelis.com/blog/)
13:41:29	2351/2351	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Mar%202023%2012:41:30%20GMT	https://Atelis.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2FAtelis.com%2Fblog%2F	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-json/oembed/1.0/embed62bc.json	(from https://Atelis.com/blog/)
13:41:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Mar%202023%2012:41:30%20GMT	https://Atelis.com/?p=25	C:/My%20Web%20Sites/Atelis/Atelis.com/index970c.html	(from https://Atelis.com/blog/)
13:41:30	2420/2420	---MC-	200	added ('OK')	text/xml	date:Tue,%2028%20Mar%202023%2012:41:31%20GMT	https://Atelis.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2FAtelis.com%2Fblog%2F&format=xml	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-json/oembed/1.0/embedd93f	(from https://Atelis.com/blog/)
13:41:30	47454/47454	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2012:41:29%20GMT	https://Atelis.com/request-a-call/	C:/My%20Web%20Sites/Atelis/Atelis.com/request-a-call/index.html	(from https://Atelis.com/fellowship/)
13:41:30	41649/41649	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2012:41:31%20GMT	https://Atelis.com/blog/category/uncategorized/	C:/My%20Web%20Sites/Atelis/Atelis.com/blog/category/uncategorized/index.html	(from https://Atelis.com/blog/)
13:41:30	914/914	---MC-	200	added ('OK')	application/rss+xml	etag:%22c3222b4e313eb38fb3d731df27cb9cb1%22	https://Atelis.com/blog/footballer-by-day-tech-sis-by-night-dorcas-agwogie/feed/	C:/My%20Web%20Sites/Atelis/Atelis.com/blog/footballer-by-day-tech-sis-by-night-dorcas-agwogie/feed/index.html	(from https://Atelis.com/blog/footballer-by-day-tech-sis-by-night-dorcas-agwogie/)
13:41:31	24149/24149	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Mar%202023%2012:41:32%20GMT	https://Atelis.com/wp-json/wp/v2/posts/688	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-json/wp/v2/posts/688.json	(from https://Atelis.com/blog/footballer-by-day-tech-sis-by-night-dorcas-agwogie/)
13:41:31	2989/2989	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Mar%202023%2012:41:32%20GMT	https://Atelis.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2FAtelis.com%2Fblog%2Ffootballer-by-day-tech-sis-by-night-dorcas-agwogie%2F	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-json/oembed/1.0/embedb2ce.json	(from https://Atelis.com/blog/footballer-by-day-tech-sis-by-night-dorcas-agwogie/)
13:41:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Mar%202023%2012:41:32%20GMT	https://Atelis.com/?p=688	C:/My%20Web%20Sites/Atelis/Atelis.com/index5723.html	(from https://Atelis.com/blog/footballer-by-day-tech-sis-by-night-dorcas-agwogie/)
13:41:31	3075/3075	---MC-	200	added ('OK')	text/xml	date:Tue,%2028%20Mar%202023%2012:41:32%20GMT	https://Atelis.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2FAtelis.com%2Fblog%2Ffootballer-by-day-tech-sis-by-night-dorcas-agwogie%2F&format=xml	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-json/oembed/1.0/embed9c12	(from https://Atelis.com/blog/footballer-by-day-tech-sis-by-night-dorcas-agwogie/)
13:41:32	1204/1204	---M--	200	added ('OK')	image/svg+xml	etag:%2262f0d762-4b4%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/tweeter.svg	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/tweeter.svg	(from https://Atelis.com/blog/footballer-by-day-tech-sis-by-night-dorcas-agwogie/)
13:41:32	439/439	---M--	200	added ('OK')	image/svg+xml	etag:%2262f0d762-1b7%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/facebook.svg	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/facebook.svg	(from https://Atelis.com/blog/footballer-by-day-tech-sis-by-night-dorcas-agwogie/)
13:41:32	783/783	---M--	200	added ('OK')	image/svg+xml	etag:%2262f0d762-30f%22	https://Atelis.com/wp-content/themes/Decagon/assets/img/linkdin.svg	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-content/themes/Decagon/assets/img/linkdin.svg	(from https://Atelis.com/blog/footballer-by-day-tech-sis-by-night-dorcas-agwogie/)
13:41:33	14006/14006	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Mar%202023%2012:41:34%20GMT	https://Atelis.com/wp-json/wp/v2/pages/653	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-json/wp/v2/pages/653.json	(from https://Atelis.com/privacy/)
13:41:33	2778/2778	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Mar%202023%2012:41:34%20GMT	https://Atelis.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2FAtelis.com%2Fprivacy%2F	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-json/oembed/1.0/embed7a11.json	(from https://Atelis.com/privacy/)
13:41:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Mar%202023%2012:41:34%20GMT	https://Atelis.com/?p=653	C:/My%20Web%20Sites/Atelis/Atelis.com/index5d49.html	(from https://Atelis.com/privacy/)
13:41:34	2859/2859	---MC-	200	added ('OK')	text/xml	date:Tue,%2028%20Mar%202023%2012:41:35%20GMT	https://Atelis.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2FAtelis.com%2Fprivacy%2F&format=xml	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-json/oembed/1.0/embed6380	(from https://Atelis.com/privacy/)
13:41:34	13917/13917	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Mar%202023%2012:41:35%20GMT	https://Atelis.com/wp-json/wp/v2/pages/656	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-json/wp/v2/pages/656.json	(from https://Atelis.com/terms/)
13:41:34	2787/2787	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Mar%202023%2012:41:36%20GMT	https://Atelis.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2FAtelis.com%2Fterms%2F	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-json/oembed/1.0/embed29e0.json	(from https://Atelis.com/terms/)
13:41:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Mar%202023%2012:41:36%20GMT	https://Atelis.com/?p=656	C:/My%20Web%20Sites/Atelis/Atelis.com/indexe712.html	(from https://Atelis.com/terms/)
13:41:35	2869/2869	---MC-	200	added ('OK')	text/xml	date:Tue,%2028%20Mar%202023%2012:41:36%20GMT	https://Atelis.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2FAtelis.com%2Fterms%2F&format=xml	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-json/oembed/1.0/embedff3c	(from https://Atelis.com/terms/)
13:41:35	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Mar%202023%2012:41:36%20GMT	https://Atelis.com/oribili.js	C:/My%20Web%20Sites/Atelis/Atelis.com/oribili.js	(from https://snap.licdn.com/li.lms-analytics/insight.min.js)
13:41:36	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/jquery.slick/1.5.0/slick-theme.css?ver=6.1.1)
13:41:37	6995/6995	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Mar%202023%2012:41:38%20GMT	https://Atelis.com/wp-json/wp/v2/pages/19	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-json/wp/v2/pages/19.json	(from https://Atelis.com/engineer/)
13:41:37	2371/2371	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Mar%202023%2012:41:38%20GMT	https://Atelis.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2FAtelis.com%2Fengineer%2F	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-json/oembed/1.0/embedf284.json	(from https://Atelis.com/engineer/)
13:41:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Mar%202023%2012:41:38%20GMT	https://Atelis.com/?p=19	C:/My%20Web%20Sites/Atelis/Atelis.com/index5831.html	(from https://Atelis.com/engineer/)
13:41:38	2440/2440	---MC-	200	added ('OK')	text/xml	date:Tue,%2028%20Mar%202023%2012:41:39%20GMT	https://Atelis.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2FAtelis.com%2Fengineer%2F&format=xml	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-json/oembed/1.0/embed2ea1	(from https://Atelis.com/engineer/)
13:41:38	7145/7145	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Mar%202023%2012:41:39%20GMT	https://Atelis.com/wp-json/wp/v2/pages/23	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-json/wp/v2/pages/23.json	(from https://Atelis.com/request-a-call/)
13:41:38	2401/2401	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Mar%202023%2012:41:39%20GMT	https://Atelis.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2FAtelis.com%2Frequest-a-call%2F	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-json/oembed/1.0/embed3ec4.json	(from https://Atelis.com/request-a-call/)
13:41:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Mar%202023%2012:41:40%20GMT	https://Atelis.com/?p=23	C:/My%20Web%20Sites/Atelis/Atelis.com/index40a0.html	(from https://Atelis.com/request-a-call/)
13:41:39	2470/2470	---MC-	200	added ('OK')	text/xml	date:Tue,%2028%20Mar%202023%2012:41:40%20GMT	https://Atelis.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2FAtelis.com%2Frequest-a-call%2F&format=xml	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-json/oembed/1.0/embed1bf7	(from https://Atelis.com/request-a-call/)
13:41:39	2541/2541	---MC-	200	added ('OK')	application/rss+xml	etag:%22c3222b4e313eb38fb3d731df27cb9cb1%22	https://Atelis.com/blog/category/uncategorized/feed/	C:/My%20Web%20Sites/Atelis/Atelis.com/blog/category/uncategorized/feed/index.html	(from https://Atelis.com/blog/category/uncategorized/)
13:41:39	5901/5901	---MC-	200	added ('OK')	application/json	date:Tue,%2028%20Mar%202023%2012:41:40%20GMT	https://Atelis.com/wp-json/wp/v2/categories/1	C:/My%20Web%20Sites/Atelis/Atelis.com/wp-json/wp/v2/categories/1.json	(from https://Atelis.com/blog/category/uncategorized/)
